"osebuildingid","datayear","buildingname","buildingtype","taxparcelidentificationnumber","address","city","state","zipcode","latitude","longitude","neighborhood","councildistrictcode","yearbuilt","numberoffloors","numberofbuildings","propertygfatotal","propertygfabuildings","propertygfaparking","selfreportgfatotal","selfreportgfabuildings","selfreportparking","energystarscore","siteeuiwn_kbtu_sf","siteeui_kbtu_sf","siteenergyuse_kbtu","siteenergyusewn_kbtu","sourceeuiwn_kbtu_sf","sourceeui_kbtu_sf","epapropertytype","largestpropertyusetype","largestpropertyusetypegfa","secondlargestpropertyusetype","secondlargestpropertyuse","thirdlargestpropertyusetype","thirdlargestpropertyusetypegfa","electricity_kwh","steamuse_kbtu","naturalgas_therms","compliancestatus","complianceissue","electricity_kbtu","naturalgas_kbtu","totalghgemissions","ghgemissionsintensity","demolished"
"21675","2019","ALDERVIEW APTS","Multifamily MR (5-9)","2197600700","300 11TH AVE","SEATTLE","WA","98122","47.60457","-122.31773","EAST","2","1994","6","1","45640","31318","14322","31318","31318","0","81","25.29999924","25.29999924","791563","791563","70.80000305","70.80000305","Multifamily MR (5-9)","Multifamily Housing","31318","NA",,"NA",,"231994",,,"Compliant","No Issue","791563",,"4.6","0.147","false"
"21676","2019","TERRACE APTS","Multifamily MR (5-9)","2197600710","312 11TH AVE","SEATTLE","WA","98122","47.60473","-122.31781","EAST","2","1998","5","1","41527","27005","14522","41527","27005","14522","93","29.89999962","29.89999962","806818","807580","83.69999695","83.69999695","Multifamily MR (5-9)","Multifamily Housing","27005","Parking","14522","NA",,"236465",,,"Compliant","No Issue","806818",,"4.7","0.174","false"
"21683","2019","THE EASTLAKE","Multifamily LR (1-4)","2207600000","3217 EASTLAKE AVE E","SEATTLE","WA","98102","47.65094","-122.32205","NORTHEAST","3","2002","4","1","65471","65471","0","65471","65471","0","92","27.60000038","27.39999962","1791005","1805571","55","54.79999924","Multifamily LR (1-4)","Multifamily Housing","65471","NA",,"NA",,"285542",,"8167","Compliant","No Issue","974269","816736","48.9","0.747","false"
"21686","2019","EASTLAKE LOFTS","Multifamily LR (1-4)","2208800000","2245 EASTLAKE AVE E","SEATTLE","WA","98102","47.63959","-122.32617","LAKE UNION","3","2007","4","1","26375","26375","0","0","0","0",,"43.20000076","42.90000153","1132080","1138171","78.90000153","78.69999695","Multifamily LR (1-4)","Multifamily Housing","26375","NA",,"NA",,"148436",,"6256","Compliant","No Issue","506463","625617","36.1",,"false"
"21687","2019","SERVICES FOR THE BLIND-ALASKA ST","NonResidential","2224049003","3411 S ALASKA ST","SEATTLE","WA","98118","47.56028","-122.28914","SOUTHEAST","2","1962","2","1","22364","22364","0","22364","22364","0","53","72.90000153","71.59999847","1601069","1629784","120.0999985","118.8000031","Office","Office","22364","NA",,"NA",,"163349",,"10437","Compliant","No Issue","557347","1043722","58.5","2.616","false"
"21688","2019","3613 S JUNEAU ST","NonResidential","2224049009","3613 S JUNEAU ST","SEATTLE","WA","98118","47.54963","-122.2868","SOUTHEAST","2","1952","1","1","27435","27435","0","27435","27435","0",,"65.09999847","64.09999847","1759533","1785368","127","126","Mailing Center/Post Office","Mailing Center/Post Office","19000","Office","8435","NA",,"269494",,"8400","Compliant","No Issue","919515","840018","49.9","1.819","false"
"21689","2019","DEPT SOCIAL & HEALTH SERVICES","NonResidential","2224049035","3600 S GRAHAM ST","SEATTLE","WA","98118","47.54693","-122.28718","GREATER DUWAMISH","2","1982","2","1","41262","41262","0","41262","41262","0","52","51.59999847","52.09999847","2148816","2130840","144.6000061","145.8000031","Office","Office","41262","NA",,"NA",,"629782",,,"Compliant","No Issue","2148816",,"12.5","0.303","false"
"21690","2019","THE AVALON APTS","Multifamily LR (1-4)","1989201275","22 JOHN ST","SEATTLE","WA","98109","47.61992","-122.35582","MAGNOLIA / QUEEN ANNE","7","1908","3","1","26250","26250","0","26250","26250","0","90","48.5","47.79999924","1254719","1272874","67.40000153","66.59999847","Multifamily LR (1-4)","Multifamily Housing","26250","NA",,"NA",,"72264",,"10082","Compliant","No Issue","246564","1008155","54.9","2.091","false"
"21691","2019","VIEW 222","Multifamily MR (5-9)","1989201300","222 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62044","-122.3565","MAGNOLIA / QUEEN ANNE","7","2009","7","1","32143","22852","9291","30010","22576","7434","49","56.40000153","56.09999847","1266032","1274145","116.0999985","115.5","Multifamily MR (5-9)","Multifamily Housing","22576","Parking","7434","NA",,"214148",,"5354","Compliant","No Issue","730675","535357","32.6","1.444","false"
"21692","2019","QUEEN ANNE THOMAS APTS","Multifamily LR (1-4)","1989201305","232 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62076","-122.35627","MAGNOLIA / QUEEN ANNE","7","1948","3","1","22177","22177","0","25677","22177","3500","87","23.39999962","23.10000038","513215","518149","65.40000153","64.80000305","Multifamily LR (1-4)","Multifamily Housing","22177","Parking",,"NA",,"150415",,,"Compliant","No Issue","513215",,"3","0.135","false"
"21693","2019","ARKONA APARTMENTS","Multifamily LR (1-4)","1989201340","107 1ST AVE N","SEATTLE","WA","98109","47.61872","-122.35593","MAGNOLIA / QUEEN ANNE","7","1908","4","1","43712","43712","0","43712","43712","0","88","46.40000153","46.70000076","2041433","2029240","67.69999695","68","Multifamily LR (1-4)","Multifamily Housing","43712","NA",,"NA",,"138650",,"15684","Compliant","No Issue","473076","1568357","85.9","1.965","false"
"21694","2019","BERNARD APARTMENTS","Multifamily MR (5-9)","1989201400","115 WARREN AVE N","SEATTLE","WA","98109","47.6191","-122.35446","MAGNOLIA / QUEEN ANNE","7","2007","6","1","83270","57050","26220","55035","55035","0","90","33.40000153","33.5","1772863","1769826","75","75.40000153","Multifamily MR (5-9)","Multifamily Housing","52947","NA",,"NA",,"356479",,"5566","Compliant","No Issue","1216306","556557","36.6","0.665","false"
"21697","2019","FIONIA APARTMENTS","Multifamily MR (5-9)","1989201450","109 JOHN ST","SEATTLE","WA","98109","47.61946","-122.35492","MAGNOLIA / QUEEN ANNE","7","1922","5","2","43998","43998","0","43998","43998","0",,"37.59999847","36.70000076","2512499","2570776","55.5","54.40000153","Multifamily MR (5-9)","Multifamily Housing","68455","NA",,"NA",,"182219",,"18908","Compliant","No Issue","621730","1890769","103.8","2.359","false"
"21703","2019","CENTER WEST","Multifamily MR (5-9)","1990200190","533 3RD AVE W","SEATTLE","WA","98119","47.62422","-122.36094","MAGNOLIA / QUEEN ANNE","7","1969","9","1","55604","55604","0","55604","55604","0","94","37.40000153","37","2058036","2077642","83.80000305","82.90000153","Multifamily MR (5-9)","Multifamily Housing","55604","NA",,"NA",,"410163",,"6586","Compliant","No Issue","1399476","658561","43","0.773","false"
"21704","2019","CAPE FLATTERY APTS","Multifamily LR (1-4)","1990200230","320 W REPUBLICAN ST","SEATTLE","WA","98119","47.6235","-122.3617","MAGNOLIA / QUEEN ANNE","7","1959","4","1","25056","23282","1774","26830","25056","1774","92","24","23.89999962","599504","600713","67.09999847","67","Multifamily LR (1-4)","Multifamily Housing","25056","Parking","1774","NA",,"175705",,,"Compliant","No Issue","599504",,"3.5","0.14","false"
"21705","2019","FIVE TEN PLACE","Multifamily LR (1-4)","1990200255","510 4TH AVE W","SEATTLE","WA","98119","47.62386","-122.36169","MAGNOLIA / QUEEN ANNE","7","1990","4","1","46800","37340","9460","46800","37340","9460","97","22.10000038","22.20000076","830446","825120","61.90000153","62.29999924","Multifamily LR (1-4)","Multifamily Housing","37340","Parking","9460","NA",,"243390",,,"Compliant","No Issue","830446",,"4.8","0.129","false"
"21711","2019","525 FIRST AVENUE APARTMENTS","Multifamily LR (1-4)","1990200375","523 1ST AVE W","SEATTLE","WA","98119","47.62407","-122.35836","MAGNOLIA / QUEEN ANNE","7","2002","4","1","50903","37161","13742","37161","37161","0","91","19.39999962","19.20000076","979159","986876","54.29999924","53.90000153","Multifamily LR (1-4)","Multifamily Housing","47877","Fitness Center/Health Club/Gym","1595","Personal Services (Health/Beauty, Dry Cleaning, etc)","1431","286975",,,"Compliant","No Issue","979159",,"5.7","0.153","false"
"21712","2019","GREX APTS","Multifamily LR (1-4)","1990200400","503 1ST AVE W","SEATTLE","WA","98119","47.62344","-122.35842","MAGNOLIA / QUEEN ANNE","7","1930","3","1","22320","22320","0","22320","22320","0","84","65.40000153","63.79999924","1424992","1459675","85","83.40000153","Multifamily LR (1-4)","Multifamily Housing","22320","NA",,"NA",,"61206",,"12162","Compliant","No Issue","208834","1216158","65.7","2.944","false"
"21714","2019","THE CENTURY","Multifamily HR (10+)","1991200205","101 TAYLOR AVE N","SEATTLE","WA","98109","47.6189","-122.34671","LAKE UNION","7","2014","10","1","336003","336003","0","339545","339545","0","92","31.79999924","31.70000076","10773302","10812756","67.30000305","67.19999695","Multifamily HR (10+)","Multifamily Housing","339545","NA",,"NA",,"1928469",,"41934","Compliant","No Issue","6579936","4193366","260.4","0.767","false"
"21716","2019","223 TAYLOR (TIME WARNER TELECOM)- demolished","NonResidential","1991200270","223 TAYLOR AVE N","SEATTLE","WA","98109","47.62038","-122.34668","LAKE UNION","7","1953","2","1","43183","43183","0","38077","38077","0",,"161.5","161.1999969","6136256","6148308","415","414.7000122","Office","Office","26580","Data Center","11497","NA",,"1565325",,"7954","Compliant","No Issue","5340889","795368","73.1","1.92","true"
"21719","2019","ELIKAI APTS","Multifamily LR (1-4)","2461900860","5600 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.55193","-122.38662","SOUTHWEST","1","1966","4","1","26873","26261","612","26873","26261","612","87","23.70000076","23.79999924","625249","621584","66.30000305","66.69999695","Multifamily LR (1-4)","Multifamily Housing","22350","Office","3911","Parking","612","183250",,,"Compliant","No Issue","625249",,"3.6","0.137","false"
"21722","2019","GREEN ACRES APT","Multifamily LR (1-4)","2461900905","5656 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.55058","-122.38675","SOUTHWEST","1","1968","3","1","20010","20010","0","20010","20010","0","88","28.10000038","28.29999924","565874","562165","78.69999695","79.19999695","Multifamily LR (1-4)","Multifamily Housing","20010","NA",,"NA",,"165848",,,"Compliant","No Issue","565874",,"3.3","0.165","false"
"21723","2019","FAIRVIEW CHURCH","NonResidential","2464400730","7801 ROOSEVELT WAY NE","SEATTLE","WA","98115","47.68566","-122.31849","NORTH","4","1908","3","1","45680","45680","0","115340","45680","69660","55","45","43.90000153","2004208","2056835","62.40000153","61.09999847","Worship Facility","Worship Facility","45680","NA",,"Parking",,"115354",,"16106","Compliant","No Issue","393587","1610621","87.6","1.918","false"
"21727","2019","ALCYONE APARTMENTS","Multifamily MR (5-9)","2467400101","301 MINOR AVE N","SEATTLE","WA","98109","47.62094","-122.33328","LAKE UNION","7","2003","8","1","201197","149697","51500","201331","149697","51634","98","33.5","33.5","5008305","5009115","72.59999847","72.69999695","Multifamily MR (5-9)","Multifamily Housing","149697","Parking","51634","NA",,"943140",,"17903","Compliant","No Issue","3217994","1790311","113.6","0.759","false"
"21729","2019","LAKEVIEW APARTMENTS","Multifamily MR (5-9)","2467400150","1170 HARRISON ST","SEATTLE","WA","98109","47.62222","-122.33337","LAKE UNION","7","2000","5","1","36413","36413","0","36413","36413","0","17","56.70000076","56.5","2057105","2064205","118.0999985","117.9000015","Multifamily MR (5-9)","Multifamily Housing","36413","NA",,"NA",,"357360",,"8378","Compliant","No Issue","1219313","837792","51.5","1.414","false"
"21730","2019","CASA PACIFICA","Multifamily MR (5-9)","2467400167","1167 REPUBLICAN ST","SEATTLE","WA","98109","47.62289","-122.33335","LAKE UNION","7","1997","6","1","88004","60012","27992","79954","51962","27992","99","34.5","34.29999924","2135558","2150375","67.69999695","67.40000153","Multifamily MR (5-9)","Multifamily Housing","52211","Parking","24574","Office","10066","327361",,"10186","Compliant","No Issue","1116956","1018602","60.5","1.164","false"
"21731","2019","MERCERVIEW APTS","Multifamily MR (5-9)","2467400181","1200 MERCER ST","SEATTLE","WA","98109","47.62444","-122.33261","LAKE UNION","7","2001","6","1","79402","59589","19813","79402","59589","19813","76","40.20000076","40.29999924","2399027","2395989","96.40000153","96.90000153","Multifamily MR (5-9)","Multifamily Housing","49049","Retail Store","1327","NA",,"544958",,"5396","Not Compliant","Missing EUI or Electricity Data","1859395","539632","39.4","0.661","false"
"21732","2019","CARLTON APT","Multifamily LR (1-4)","2467400190","603 PONTIUS AVE N","SEATTLE","WA","98109","47.62442","-122.33209","LAKE UNION","7","1926","3","1","23837","23837","0","23837","23837","0","76","36.20000076","35.70000076","850997","864051","81.09999847","79.80000305","Multifamily LR (1-4)","Multifamily Housing","23837","NA",,"NA",,"168806",,"2750","Compliant","No Issue","575966","275031","17.9","0.751","false"
"21733","2019","KERNER-SCOTT HOUSE","Multifamily LR (1-4)","2467400230","510 MINOR AVE N","SEATTLE","WA","98109","47.62353","-122.33264","LAKE UNION","7","1997","4","1","24880","24880","0","30274","30274","0","36","87","86.09999847","2142557","2164102","150.3999939","149.3000031","Multifamily LR (1-4)","Multifamily Housing","18558","Office","6331","NA",,"245766",,"13040","Compliant","No Issue","838553","1304004","74","2.444","false"
"21735","2019","AMLI 535 APARTMENTS","Multifamily MR (5-9)","2467400240","535 PONTIUS AVE N","SEATTLE","WA","98109","47.62381","-122.33208","LAKE UNION","7","2006","7","1","261980","195800","66180","257844","193944","63900","98","34.90000153","34.79999924","6740218","6773835","71","70.90000153","Multifamily MR (5-9)","Multifamily Housing","188900","Parking","63900","Strip Mall","5044","1116586",,"29304","Compliant","No Issue","3809791","2930427","177.4","0.915","false"
"21736","2019","CASCADE SENIOR APTS","Multifamily MR (5-9)","2467400267","430 MINOR AVE N","SEATTLE","WA","98109","47.62293","-122.33263","LAKE UNION","7","2009","6","1","36389","36389","0","36389","36389","0","56","40.20000076","39.90000153","1450379","1462517","112.5","111.5999985","Multifamily MR (5-9)","Multifamily Housing","36389","NA",,"NA",,"425082",,,"Compliant","No Issue","1450379",,"8.4","0.231","false"
"21737","2019","CANADAY HOUSE","Multifamily MR (5-9)","2467400270","424 MINOR AVE N","SEATTLE","WA","98109","47.62271","-122.33258","LAKE UNION","7","2010","6","1","49559","48074","1485","49559","49559","0","60","75.40000153","74.5","3692620","3734612","122.6999969","121.8000031","Multifamily MR (5-9)","Multifamily Housing","49559","NA",,"NA",,"361763",,"24583","Compliant","No Issue","1234334","2458285","137.4","2.772","false"
"21741","2019","MIRABELLA RETIREMENT COMMUNITY","Multifamily HR (10+)","2468400005","116 FAIRVIEW AVE N","SEATTLE","WA","98109","47.61935","-122.33389","LAKE UNION","7","2006","14","1","724148","652358","71790","725139","653349","71790","11",,"60.70000076","44040700",,,"117.5","Senior Living Community","Senior Living Community","726000","Parking","71790","Retail Store","6786","6543820",,"217132","Compliant","No Issue","22327514","21713184","1280.3","1.96","false"
"21742","2019","BREWSTER APTS","Multifamily LR (1-4)","2468400070","133 PONTIUS AVE N","SEATTLE","WA","98109","47.61957","-122.33261","LAKE UNION","7","1916","3","1","24000","24000","0","24000","24000","0","98","31.70000076","31.60000038","757210","760926","58.09999847","57.79999924","Multifamily LR (1-4)","Multifamily Housing","24000","NA",,"NA",,"99162",,"4189","Compliant","No Issue","338341","418868","24.2","1.008","false"
"21745","2019","FAIRWAY ESTATES CONDOMINIUM","Multifamily MR (5-9)","2468500000","8003 SAND POINT WAY NE","SEATTLE","WA","98115","47.68764","-122.26789","NORTHEAST","4","1974","7","1","143539","121441","22098","112731","112731","0","50","64.90000153","64.19999695","7235377","7320000","117.5","116.0999985","Multifamily MR (5-9)","Multifamily Housing","112731","NA",,"NA",,"920376",,"40951","Compliant","No Issue","3140324","4095053","235.3","2.087","false"
"21762","2019","BARTON COURT APTS","Multifamily LR (1-4)","2491200915","9021 35TH AVE SW","SEATTLE","WA","98126","47.52225","-122.37718","SOUTHWEST","1","1988","3","1","31499","25301","6198","31499","25301","6198","90","28.39999962","28.20000076","712306","719361","79.59999847","78.80000305","Multifamily LR (1-4)","Multifamily Housing","25301","Parking","6198","NA",,"208765",,,"Compliant","No Issue","712306",,"4.1","0.162","false"
"21768","2019","Trinity West Seattle","NonResidential","2492200485","7551 35TH AVE SW","SEATTLE","WA","98126","47.53439","-122.37699","SOUTHWEST","1","1957","1","1","23562","23562","0","42175","42175","0","92","11.60000038","11.60000038","389957","389957","32.59999847","32.59999847","Worship Facility","Worship Facility","18278","NA",,"NA",,"114290",,,"Not Compliant","Account Requires Verification","389957",,"2.3","0.055","false"
"21770","2019","FAUNTLEROY TERRACE CONDOMINIUM","Multifamily LR (1-4)","2492700000","4800 FAUNTLEROY WAY SW","SEATTLE","WA","98116","47.55901","-122.38114","SOUTHWEST","1","1980","3","1","27922","27922","0","29971","29971","0","91","21.70000076","21.79999924","653981","651146","60.79999924","61.09999847","Multifamily LR (1-4)","Multifamily Housing","29971","NA",,"NA",,"191671",,,"Compliant","No Issue","653981",,"3.8","0.127","false"
"21771","2019","PICKERING PLACE APTS + OFFICE","Multifamily MR (5-9)","2513500030","1307 N 43RD ST","SEATTLE","WA","98103","47.65904","-122.3418","LAKE UNION","4","2001","5","1","53281","36709","16572","53281","36709","16572","98","23.60000038","23.5","861639","866159","66.09999847","65.69999695","Multifamily MR (5-9)","Multifamily Housing","36700","Parking","6000","Food Service","1000","252532",,,"Compliant","No Issue","861639",,"5","0.136","false"
"21772","2019","ARTISTS LOFTS","NonResidential","2516000050","700 NW 42ND ST","SEATTLE","WA","98107","47.65804","-122.36537","BALLARD","6","1999","4","1","28844","28844","0","20492","20492","0",,"43.29999924","42.79999924","876957","887815","121.3000031","119.8000031","Office","Office","10292","Other","10200","NA",,"257022",,,"Compliant","No Issue","876957",,"5.1","0.249","false"
"21774","2019","W SEATTLE ELEM (HIGH POINT) (SPS-DISTRICT)","School","2524039050","6760 34TH AVE SW","SEATTLE","WA","98126","47.54176","-122.37349","DELRIDGE NEIGHBORHOODS","1","1988","2","1","54528","54528","0","55181","55181","0","75","28.29999924","27.89999962","1541945","1563102","79.30000305","78.19999695","K-12 School","K-12 School","55181","NA",,"NA",,"451918",,,"Compliant","No Issue","1541945",,"8.9","0.161","false"
"21776","2019","FIFTEEN TWENTY-ONE SECOND AVENUE","Multifamily HR (10+)","2538830000","1521 2ND AVE","SEATTLE","WA","98101","47.60976","-122.33962","DOWNTOWN","7","2008","38","1","330693","330433","260","336433","330433","6000","62","64.80000305","64.30000305","21240502","21403740","111.5999985","111.5","Multifamily HR (10+)","Multifamily Housing","330433","Parking","6000","NA",,"2432778",,"129399","Compliant","No Issue","8300639","12939862","734","2.221","false"
"21777","2019","5TH AND MADISON-Residential Portion","Multifamily HR (10+)","2538840000","909 5TH AVE","SEATTLE","WA","98104","47.60634","-122.33184","DOWNTOWN","7","2007","42","1","170000","170000","0","170000","170000","0","25","55.90000153","55.29999924","9404702","9510999","104.3000031","104","Multifamily HR (10+)","Multifamily Housing","170000","NA",,"NA",,"1306025",,"49485","Compliant","No Issue","4456157","4948545","288.1","1.695","false"
"21783","2019","601 S Alaska Building","NonResidential","2024049004","601 S ALASKA ST","SEATTLE","WA","98108","47.56067","-122.32646","GREATER DUWAMISH","1","1989","1","1","21101","21101","0","21101","21101","0","72","38.79999924","38.09999847","804164","818742","53.70000076","52.90000153","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","18373","Office","2728","NA",,"45702",,"6482","Compliant","No Issue","155934","648230","35.3","1.673","false"
"21784","2019","GOLDEN GRAIN MACARONI","NonResidential","2024049006","4715 6TH AVE S","SEATTLE","WA","98108","47.56067","-122.32705","GREATER DUWAMISH","1","1914","2","1","45594","45594","0","58009","45594","12415","42","30.60000038","30.79999924","1404011","1395300","85.69999695","86.19999695","Refrigerated Warehouse","Refrigerated Warehouse","45594","Parking",,"NA",,"411492",,,"Compliant","No Issue","1404011",,"8.1","0.178","false"
"21785","2019","AM Building","NonResidential","2024049009","5907 4TH AVE S","SEATTLE","WA","98108","47.55013","-122.33044","GREATER DUWAMISH","1","1950","1","1","26660","26660","0","26660","26660","0",,"79.59999847","79.59999847","2121796","2121796","222.8000031","222.8000031","Manufacturing/Industrial Plant","Manufacturing/Industrial Plant","26660","NA",,"NA",,"621863",,,"Compliant","No Issue","2121796",,"12.3","0.461","false"
"21786","2019","615 S ALASKA BUILDING","NonResidential","2024049035","615 S ALASKA ST","SEATTLE","WA","98108","47.56056","-122.32593","GREATER DUWAMISH","1","1975","1","1","28126","28126","0","28126","28126","0","47","34.5","34.90000153","980573","970481","74.40000153","75","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","21780","Office","6346","NA",,"180624",,"3643","Compliant","No Issue","616289","364284","22.9","0.814","false"
"21787","2019","NWCP BLDG OC","NonResidential","2024049036","6020 6TH AVE S","SEATTLE","WA","98108","47.54813","-122.32553","GREATER DUWAMISH","1","1964","1","1","35000","35000","0","55000","35000","20000","38","14.19999981","14.19999981","495934","495934","39.70000076","39.70000076","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","35000","Parking",,"NA",,"145350",,,"Compliant","No Issue","495934",,"2.9","0.083","false"
"21792","2019","PACIFIC PLUMBING","NonResidential","2024049059","5964 6TH AVE S","SEATTLE","WA","98108","47.54948","-122.32536","GREATER DUWAMISH","1","1962","1","1","26150","26150","0","26150","26150","0","48","37.29999924","37.79999924","987346","975166","70.5","71.19999695","Distribution Center","Distribution Center","26150","Parking",,"NA",,"138094",,"5162","Compliant","No Issue","471177","516169","30.1","1.151","false"
"21793","2019","5950 6th Avenue S. Building","NonResidential","2024049068","5950 6TH AVE S","SEATTLE","WA","98108","47.54974","-122.3261","GREATER DUWAMISH","1","1967","2","1","24000","24000","0","24000","24000","0","60","47.59999847","47.59999847","1143475","1143475","133.3999939","133.3999939","Office","Office","24000","NA",,"NA",,"335133",,,"Not Compliant","Missing EUI or Electricity Data","1143474",,"6.6","0.275","false"
"21794","2019","SEATTLE PREP - PEYTON/ADELPHIA MEMORIAL HALL","School","2025049007","2400 11TH AVE E","SEATTLE","WA","98102","47.64132","-122.31644","EAST","3","1968","5","1","63600","63600","0","61600","61600","0","50","50.79999924","50.09999847","3188540","3231833","96.5","95.80000305","K-12 School","K-12 School","63584","NA",,"NA",,"459398",,"16211","Compliant","No Issue","1567466","1621074","95","1.542","false"
"21795","2019","SEATTLE -Prep IGNATIUS HALL AND PARKING GARAGE","School","2025049007","2400 11TH AVE E","SEATTLE","WA","98102","47.64132","-122.31644","EAST","3","1999","2","1","85750","20110","65640","85640","20000","65640",,"69.59999847","68.30000305","1365891","1392412","129.6999969","128","Parking","Parking","65000","K-12 School","20000","NA",,"188479",,"7228","Compliant","No Issue","643089","722802","42","2.1","false"
"21796","2019","SEATTLE PREP - Campus","School","2025049007","2400 11TH AVE E","SEATTLE","WA","98102","47.64132","-122.31644","EAST","3","1905","1","1","83882","83882","0","64118","64118","0","38","49.20000076","48.29999924","4055652","4124837","80.80000305","80","K-12 School","K-12 School","83882","NA",,"NA",,"410151",,"26562","Compliant","No Issue","1399436","2656216","148.9","2.322","false"
"21807","2019","1800 TAYLOR CONDOMINIUM","Multifamily LR (1-4)","2285200000","1800 TAYLOR AVE N","SEATTLE","WA","98109","47.63547","-122.3456","MAGNOLIA / QUEEN ANNE","7","1948","4","1","40326","40326","0","40388","40388","0",,,,,,,,"Multifamily LR (1-4)","Multifamily Housing","20076","Parking","2000","NA",,,,,"Not Compliant","Portfolio Manager Not Connected to the City of Seattle",,,,,"false"
"21808","2019","1805 BELLEVUE CONDOMINIUM","Multifamily MR (5-9)","2285230000","1805 BELLEVUE AVE","SEATTLE","WA","98122","47.618","-122.32711","EAST","3","1995","5","1","26088","26088","0","26088","26088","0","74","34.5","34.59999847","903608","898896","73","73.40000153","Multifamily MR (5-9)","Multifamily Housing","26088","NA",,"NA",,"161866",,"3513","Compliant","No Issue","552287","351321","21.8","0.836","false"
"21811","2019","80 SOUTH JACKSON BUILDING CONDOMINIUM","Multifamily MR (5-9)","2285430000","317 1ST AVE S","SEATTLE","WA","98104","47.59942","-122.33459","DOWNTOWN","1","1900","5","1","48092","48092","0","44530","36448","8082",,"29.10000038","29.20000076","1064479","1060327","81.5","81.80000305","Multifamily MR (5-9)","Multifamily Housing","28366","Parking","8082","Retail Store","8082","311981",,,"Compliant","No Issue","1064479",,"6.2","0.17","false"
"21812","2019","81 VINE BUILDING CONDOMINIUM","Multifamily MR (5-9)","2285440000","81 VINE ST","SEATTLE","WA","98121","47.61455","-122.35024","DOWNTOWN","7","1914","6","1","34023","34023","0","0","0","0",,"23.89999962","24.10000038","820642","814312","57.20000076","57.79999924","Multifamily MR (5-9)","Multifamily Housing","34023","NA",,"NA",,"185086",,"1891","Compliant","No Issue","631513","189128","13.7",,"false"
"21813","2019","The 8501 Condominiums","Multifamily LR (1-4)","2285450000","8501 12TH AVE NW","SEATTLE","WA","98117","47.6909","-122.37175","BALLARD","5","1980","4","1","45421","45421","0","0","0","0","100","19","19.20000076","960824","950245","48.29999924","48.79999924","Multifamily LR (1-4)","Multifamily Housing","49963","Parking","12491","NA",,"239138",,"1449","Compliant","No Issue","815937","144887","12.4",,"false"
"21822","2019","Stone Way","NonResidential","2293900185","4133 STONE WAY N","SEATTLE","WA","98103","47.65791","-122.34274","LAKE UNION","4","1912","1","1","28080","28080","0","28080","28080","0","100",,"4.300000191","120289",,,"9.600000381","Office","Office","28080","NA",,"NA",,"23787",,"391","Compliant","No Issue","81160","39128","2.5","0.089","false"
"21824","2019","ELDORADO THE CONDOMINIUM","Multifamily LR (1-4)","2296600000","3630 26TH PL W","SEATTLE","WA","98199","47.65314","-122.38918","MAGNOLIA / QUEEN ANNE","7","1973","4","1","60601","48306","12295","60601","48306","12295","96","20.5","20.20000076","974859","989805","57.40000153","56.5","Multifamily LR (1-4)","Multifamily Housing","48306","Parking","12295","NA",,"285715",,,"Compliant","No Issue","974859",,"5.7","0.118","false"
"21825","2019","ELDORADO II CONDO","Multifamily LR (1-4)","2296610000","3601 24TH AVE W","SEATTLE","WA","98199","47.65257","-122.38779","MAGNOLIA / QUEEN ANNE","7","1969","4","1","32054","32054","0","32000","27000","5000",,"31","30.60000038","826455","836575","86.80000305","85.69999695","Other","Other","27000","Parking","5000","NA",,"242220",,,"Compliant","No Issue","826455",,"4.8","0.178","false"
"21826","2019","ELDORADO IV CONDOMINIUM","Multifamily LR (1-4)","2296640000","3661 24TH PL W","SEATTLE","WA","98199","47.65324","-122.38855","MAGNOLIA / QUEEN ANNE","7","1970","4","1","29222","29222","0","28000","28000","0","78","26.20000076","25.89999962","724674","733276","73.30000305","72.5","Multifamily LR (1-4)","Multifamily Housing","28000","NA",,"NA",,"212390",,,"Compliant","No Issue","724674",,"4.2","0.15","false"
"21830","2019","1111 EAST PIKE","Multifamily MR (5-9)","2302300000","1111 E PIKE ST","SEATTLE","WA","98122","47.61388","-122.31755","EAST","3","2008","6","1","27468","27468","0","25573","25273","300","16","44.5","44.20000076","984600","989890","124.5","123.8000031","Multifamily MR (5-9)","Multifamily Housing","22267","Parking","300","NA",,"288570",,,"Not Compliant","Portfolio Manager Not Connected to the City of Seattle","984601",,"5.7","0.226","false"
"21836","2019","WATERMARKE AT WALLINGFORD APTS","Multifamily LR (1-4)","2306400085","4213 STONE WAY N","SEATTLE","WA","98103","47.65875","-122.34274","LAKE UNION","4","1989","4","1","61227","44674","16553","61227","44674","16553","97","24.89999962","24.60000038","1099417","1110761","69.59999847","68.90000153","Multifamily LR (1-4)","Multifamily Housing","44674","Parking","16553","NA",,"322221",,,"Compliant","No Issue","1099417",,"6.4","0.143","false"
