OSEBuildingID,SiteEUI,DataYear,BuildingType,EPAPropertyType,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,Neighborhood,CouncilDistrictCode,ZipCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude
24276,28.39999962,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,LAKE UNION,3,98102,1999.0,3.0,1.0,43969.0,27072.0,16897.0,27072.0,16897.0,,47.63516,-122.32502
24281,39.40000153,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Financial Office,Retail Store,BALLARD,6,98107,2007.0,8.0,1.0,128571.0,117161.0,11410.0,69438.0,3754.0,778.0,47.669,-122.37802
24282,19.70000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHWEST,1,98116,1925.0,3.0,1.0,21239.0,21239.0,0.0,21239.0,,,47.56126,-122.38713
24288,26.20000076,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,SOUTHWEST,1,98116,1997.0,5.0,1.0,26843.0,21815.0,5028.0,21815.0,5028.0,,47.5628,-122.38904
24289,28.0,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHWEST,1,98116,1969.0,4.0,1.0,26280.0,26280.0,0.0,24695.0,,,47.56194,-122.38919
24292,25.10000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Non-Refrigerated Warehouse,SOUTHWEST,1,98126,1980.0,4.0,1.0,26970.0,26970.0,0.0,26970.0,2800.0,400.0,47.53323,-122.37693
24306,40.40000153,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98122,2005.0,5.0,1.0,46225.0,38713.0,7512.0,39865.0,8992.0,,47.61856,-122.32194
24312,28.10000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98122,1928.0,4.0,1.0,34040.0,25729.0,8311.0,34040.0,8311.0,,47.6185,-122.31581
24332,25.79999924,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1970.0,1.0,1.0,23750.0,23750.0,0.0,19430.0,1470.0,,47.57801,-122.3287
24333,11.5,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1970.0,1.0,1.0,43390.0,43390.0,0.0,36430.0,6960.0,,47.57832,-122.32649
24344,11.69999981,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Restaurant,,GREATER DUWAMISH,1,98134,1959.0,1.0,1.0,35400.0,35400.0,0.0,35400.0,8000.0,,47.58238,-122.32719
24348,26.60000038,2015,NonResidential,Distribution Center,Distribution Center,Office,,GREATER DUWAMISH,1,98134,1966.0,1.0,1.0,28144.0,28144.0,0.0,22201.0,6087.0,,47.58517,-122.32853
24351,32.79999924,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1916.0,3.0,2.0,71283.0,71283.0,0.0,57910.0,13373.0,,47.5842,-122.32826
24354,115.5,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1989.0,1.0,1.0,23792.0,23792.0,0.0,22992.0,800.0,,47.58661,-122.3281
24356,41.90000153,2015,NonResidential,Office,Office,Parking,,GREATER DUWAMISH,1,98134,1979.0,2.0,1.0,47368.0,47368.0,0.0,47368.0,,,47.58895,-122.32833
24358,43.09999847,2015,NonResidential,Mixed Use Property,Non-Refrigerated Warehouse,Food Service,Retail Store,GREATER DUWAMISH,1,98134,1931.0,1.0,1.0,46183.0,46183.0,0.0,18871.0,14000.0,13312.0,47.58874,-122.32662
24359,50.5,2015,NonResidential,Office,Office,Parking,,CENTRAL,3,98122,1984.0,5.0,,72613.0,49825.0,22788.0,49825.0,22788.0,,47.60592,-122.31367
24363,78.0,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,CENTRAL,3,98122,1962.0,2.0,1.0,20931.0,20931.0,0.0,20931.0,,,47.60585,-122.30927
24375,31.70000076,2015,School,K-12 School,K-12 School,,,SOUTHEAST,2,98118,1989.0,3.0,1.0,51672.0,51672.0,0.0,51672.0,,,47.56591,-122.28339
24376,75.80000305,2015,NonResidential,Medical Office,Medical Office,Office,,SOUTHEAST,2,98118,1990.0,2.0,1.0,38352.0,27270.0,11082.0,19987.0,7505.0,,47.56364,-122.28572
24377,23.29999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHEAST,2,98118,1966.0,2.0,1.0,21300.0,21300.0,0.0,21300.0,,,47.56363,-122.28648
24381,100.3000031,2015,NonResidential,Mixed Use Property,Fitness Center/Health Club/Gym,Other - Recreation,Office,SOUTHEAST,2,98118,1995.0,1.0,1.0,28425.0,28425.0,0.0,14081.0,12824.0,1479.0,47.56154,-122.28435
24391,30.89999962,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHWEST,5,98133,1987.0,4.0,1.0,70094.0,45929.0,24165.0,45929.0,24165.0,,47.70384,-122.35581
24393,27.20000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTH,5,98125,1987.0,4.0,1.0,134490.0,93472.0,41018.0,93472.0,41018.0,,47.71812,-122.2974
24397,25.5,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTH,5,98125,1976.0,3.0,1.0,36172.0,27172.0,9000.0,27172.0,,,47.71728,-122.29775
24406,54.40000153,2015,NonResidential,Vehicle Dealership,Vehicle Dealership,,,NORTH,5,98125,2009.0,3.0,1.0,35115.0,35115.0,0.0,35115.0,,,47.7139,-122.29794
24412,33.70000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHWEST,5,98103,1985.0,4.0,1.0,38100.0,38100.0,0.0,32432.0,1000.0,,47.70089,-122.34555
24415,9.0,2015,NonResidential,Mixed Use Property,Other - Education,Distribution Center,Non-Refrigerated Warehouse,NORTHWEST,5,98103,1972.0,2.0,3.0,105245.0,90593.0,14652.0,23904.0,18500.0,18500.0,47.69734,-122.34639
24426,72.30000305,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1908.0,3.0,1.0,23490.0,23490.0,0.0,23490.0,,,47.61894,-122.3162
24429,51.0,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Bank Branch,EAST,3,98102,2006.0,5.0,1.0,131050.0,87735.0,43315.0,66679.0,32901.0,2931.0,47.61972,-122.3213
24431,61.79999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1928.0,4.0,1.0,40800.0,40800.0,0.0,40800.0,,,47.61897,-122.32243
24432,24.5,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,1965.0,5.0,1.0,39226.0,36814.0,2412.0,39226.0,,,47.61932,-122.32257
24435,29.60000038,2015,NonResidential,Office,Office,Other,,EAST,3,98122,1907.0,2.0,1.0,36000.0,36000.0,0.0,27600.0,8400.0,,47.61345,-122.3198
24441,65.30000305,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Bar/Nightclub,,EAST,3,98122,1905.0,3.0,1.0,23469.0,23469.0,0.0,23469.0,2653.0,,47.61391,-122.31852
24444,78.0,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98122,1916.0,3.0,1.0,30633.0,30633.0,0.0,21000.0,,,47.6131,-122.3177
24448,62.20000076,2015,NonResidential,Mixed Use Property,Parking,Retail Store,,EAST,3,98122,1913.0,1.0,1.0,36000.0,18000.0,18000.0,18000.0,18000.0,,47.61324,-122.31724
24451,50.40000153,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,EAST,3,98122,1915.0,2.0,1.0,43200.0,43200.0,0.0,43200.0,,,47.61467,-122.31777
24458,66.09999847,2015,NonResidential,Office,Office,Parking,,GREATER DUWAMISH,1,98134,1913.0,4.0,1.0,53840.0,40970.0,12870.0,42800.0,10400.0,,47.59501,-122.32852
24461,25.5,2015,NonResidential,Retail Store,Retail Store,Office,,GREATER DUWAMISH,1,98134,1975.0,1.0,1.0,43794.0,43794.0,0.0,34038.0,9756.0,,47.58801,-122.32944
24472,43.40000153,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1968.0,1.0,1.0,48280.0,48280.0,0.0,40780.0,7500.0,,47.57466,-122.33089
24473,10.0,2015,NonResidential,Distribution Center,Distribution Center,Office,,GREATER DUWAMISH,1,98134,1954.0,1.0,1.0,36040.0,36040.0,0.0,31476.0,4564.0,,47.57258,-122.33059
24479,260.8999939,2015,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,Parking,,NORTHEAST,4,98115,1965.0,1.0,1.0,32822.0,32822.0,0.0,35042.0,,,47.68269,-122.28912
24481,30.39999962,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98115,1961.0,2.0,1.0,20144.0,20144.0,0.0,20144.0,,,47.68149,-122.28915
24482,44.59999847,2015,School,K-12 School,K-12 School,,,NORTHEAST,4,98115,1948.0,1.0,1.0,64314.0,64314.0,0.0,65210.0,,,47.68069,-122.27533
24484,40.0,2015,NonResidential,Worship Facility,Worship Facility,,,NORTHEAST,4,98115,1950.0,2.0,1.0,20385.0,20385.0,0.0,20385.0,,,47.68061,-122.29002
24485,9.0,2015,NonResidential,Worship Facility,Worship Facility,Pre-school/Daycare,,NORTHEAST,4,98115,1946.0,1.0,1.0,24295.0,24295.0,0.0,24295.0,12147.0,,47.67984,-122.27739
24488,32.29999924,2015,NonResidential,Office,Office,,,NORTHEAST,4,98105,1967.0,2.0,1.0,20317.0,20317.0,0.0,20317.0,,,47.66888,-122.28333
24489,27.70000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98105,1984.0,2.0,1.0,16092.0,16092.0,0.0,22000.0,,,47.66512,-122.28426
24492,51.79999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHEAST,4,98105,2004.0,2.0,1.0,81477.0,54260.0,27217.0,73967.0,,,47.66703,-122.28421
24493,394.7000122,2015,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,,,NORTHEAST,4,98105,1973.0,1.0,1.0,24377.0,24377.0,0.0,24377.0,,,47.66824,-122.28394
24494,27.10000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,DELRIDGE NEIGHBORHOODS,1,98106,1990.0,2.0,1.0,95865.0,95865.0,0.0,95865.0,,,47.53345,-122.36082
24495,36.29999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,DELRIDGE NEIGHBORHOODS,1,98106,1987.0,3.0,1.0,155600.0,155600.0,0.0,150000.0,,,47.53332,-122.36267
24496,29.10000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,DELRIDGE NEIGHBORHOODS,1,98106,2009.0,3.0,1.0,32405.0,30003.0,2402.0,32405.0,,,47.53347,-122.36471
24513,85.19999695,2015,NonResidential,Movie Theater,Movie Theater,,,NORTHWEST,5,98133,1986.0,1.0,1.0,33392.0,33392.0,0.0,33392.0,,,47.70197,-122.34219
24515,22.89999962,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTH,5,98115,1990.0,4.0,2.0,54304.0,54304.0,0.0,68138.0,21120.0,,47.69852,-122.32707
24525,32.40000153,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,GREATER DUWAMISH,2,98144,1985.0,4.0,1.0,114030.0,114030.0,0.0,114089.0,,,47.59094,-122.318
24530,34.20000076,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Retail Store,,MAGNOLIA / QUEEN ANNE,7,98109,1989.0,6.0,1.0,44839.0,44839.0,0.0,35545.0,1870.0,,47.63374,-122.34145
24531,33.5,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1966.0,1.0,1.0,32000.0,32000.0,0.0,32040.0,,,47.5316,-122.333
24532,98.59999847,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1970.0,1.0,1.0,44000.0,44000.0,0.0,45449.0,,,47.5316,-122.333
24534,74.59999847,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98108,1973.0,1.0,1.0,36000.0,36000.0,0.0,36000.0,6616.0,,47.5316,-122.333
24536,41.09999847,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Retail Store,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,31360.0,31360.0,0.0,29640.0,1460.0,,47.52549,-122.33064
24537,67.5,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,33320.0,33320.0,0.0,32200.0,1200.0,,47.52549,-122.33064
24538,46.90000153,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,48020.0,48020.0,0.0,47800.0,,,47.52549,-122.33064
24539,40.5,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,27420.0,27420.0,0.0,27850.0,,,47.52549,-122.33064
24541,24.0,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,2,98122,1990.0,4.0,1.0,48972.0,48972.0,0.0,66257.0,19000.0,,47.60492,-122.31898
24542,56.20000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,BALLARD,6,98107,1982.0,4.0,1.0,37642.0,37642.0,0.0,35000.0,,,47.6744,-122.40735
24544,59.0,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,DOWNTOWN,7,98121,1999.0,8.0,1.0,87925.0,87925.0,0.0,62708.0,19642.0,5744.0,47.61358,-122.34738
24556,35.79999924,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Office,,CENTRAL,3,98144,2009.0,6.0,1.0,105903.0,105903.0,0.0,96340.0,9563.0,,47.59515,-122.30985
24560,57.5,2015,School,K-12 School,K-12 School,,,NORTHEAST,4,98115,1949.0,2.0,1.0,43645.0,43645.0,0.0,37000.0,,,47.69354,-122.28936
24562,25.10000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Office,NORTHEAST,4,98115,2012.0,4.0,1.0,109623.0,67360.0,42263.0,104264.0,42263.0,5359.0,47.69129,-122.29038
24564,30.89999962,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Retail Store,Parking,LAKE UNION,7,98109,2005.0,8.0,1.0,136998.0,91759.0,45239.0,91759.0,2910.0,,47.62263,-122.33018
24565,26.0,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,LAKE UNION,7,98109,1907.0,3.0,1.0,26772.0,26772.0,0.0,26772.0,,,47.62232,-122.32953
24571,22.70000076,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,1967.0,6.0,1.0,37417.0,37417.0,0.0,37417.0,,,47.62249,-122.32707
24579,62.59999847,2015,NonResidential,Other,Other,Office,Retail Store,GREATER DUWAMISH,1,98134,1916.0,1.0,2.0,27760.0,27760.0,0.0,19715.0,12000.0,6000.0,47.57507,-122.33349
24581,12.89999962,2015,NonResidential,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Other,Fast Food Restaurant,GREATER DUWAMISH,1,98134,1937.0,1.0,1.0,20975.0,20975.0,0.0,13144.0,6600.0,1070.0,47.57459,-122.3339
24585,58.90000153,2015,NonResidential,Other,Other,Office,,GREATER DUWAMISH,1,98134,1918.0,1.0,1.0,26075.0,26075.0,0.0,26075.0,10430.0,,47.57619,-122.3339
24587,33.0,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1992.0,1.0,2.0,29394.0,29394.0,0.0,29394.0,16902.0,,47.57881,-122.33273
24588,21.10000038,2015,Multifamily LR (1-4),Other,Other,Retail Store,,GREATER DUWAMISH,1,98134,1905.0,3.0,1.0,33000.0,33000.0,0.0,30200.0,2800.0,,47.57958,-122.33371
24589,22.39999962,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1926.0,2.0,1.0,20400.0,20400.0,0.0,15000.0,5400.0,,47.57941,-122.3336
24591,150.8999939,2015,NonResidential,Office,Office,Non-Refrigerated Warehouse,,GREATER DUWAMISH,1,98134,1926.0,1.0,1.0,20460.0,20460.0,0.0,20460.0,9000.0,,47.57893,-122.33374
24593,8.0,2015,NonResidential,Self-Storage Facility,Self-Storage Facility,,,GREATER DUWAMISH,1,98134,1925.0,2.0,1.0,25821.0,25821.0,0.0,25821.0,,,47.58168,-122.33369
24598,49.59999847,2015,NonResidential,Refrigerated Warehouse,Refrigerated Warehouse,,,GREATER DUWAMISH,1,98134,1955.0,2.0,1.0,21870.0,21870.0,0.0,21870.0,,,47.58217,-122.33263
24600,71.5,2015,Hospital,Medical Office,Medical Office,,,DELRIDGE NEIGHBORHOODS,1,98126,1970.0,1.0,1.0,43615.0,43615.0,0.0,43615.0,,,47.53419,-122.36624
24601,60.0,2015,Hospital,Office,Office,,,DELRIDGE NEIGHBORHOODS,1,98126,1970.0,3.0,1.0,36879.0,36879.0,0.0,16855.0,,,47.53419,-122.36624
24602,122.5999985,2015,NonResidential,Other,Other,Parking,,DELRIDGE NEIGHBORHOODS,1,98106,2002.0,2.0,1.0,28531.0,28531.0,0.0,28303.0,1100.0,,47.53578,-122.36205
24603,6.599999905,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,DELRIDGE NEIGHBORHOODS,1,98106,1982.0,2.0,1.0,36600.0,36600.0,0.0,43556.0,,,47.53846,-122.36175
24604,33.09999847,2015,NonResidential,Mixed Use Property,Office,Other,,SOUTHWEST,1,98126,2004.0,5.0,1.0,35176.0,35176.0,0.0,14452.0,14452.0,,47.57269,-122.37056
24607,34.90000153,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHWEST,1,98116,1990.0,4.0,1.0,33084.0,33084.0,0.0,33084.0,,,47.5784,-122.38687
24614,33.20000076,2015,School,K-12 School,K-12 School,,,NORTH,5,98115,1959.0,1.0,1.0,36701.0,36701.0,0.0,40285.0,,,47.69845,-122.30747
24617,35.20000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,NORTHWEST,5,98133,2000.0,4.0,1.0,29130.0,29130.0,0.0,29130.0,4648.0,,47.71382,-122.34175
24624,68.09999847,2015,University,College/University,College/University,Medical Office,,LAKE UNION,4,98103,1940.0,2.0,1.0,41293.0,26050.0,15243.0,26393.0,15000.0,,47.65231,-122.34217
24626,34.29999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Restaurant,LAKE UNION,4,98103,2015.0,4.0,1.0,131034.0,102353.0,28681.0,88746.0,10000.0,4475.0,47.65157,-122.34231
24629,43.0,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1941.0,1.0,1.0,48890.0,48890.0,0.0,30889.0,18000.0,,47.55718,-122.33288
24630,99.59999847,2015,NonResidential,Office,Office,,,GREATER DUWAMISH,1,98134,2000.0,3.0,1.0,43473.0,43473.0,0.0,43473.0,,,47.55658,-122.33322
24631,31.20000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Bank Branch,NORTHWEST,6,98103,2002.0,4.0,1.0,24090.0,24090.0,0.0,24090.0,2400.0,1673.0,47.68086,-122.35505
24636,92.30000305,2015,NonResidential,Retail Store,Retail Store,Medical Office,Office,DELRIDGE NEIGHBORHOODS,1,98126,1990.0,1.0,1.0,45470.0,45470.0,0.0,40793.0,3684.0,1929.0,47.52254,-122.36627
24640,44.90000153,2015,NonResidential,Retail Store,Retail Store,Medical Office,Pre-school/Daycare,DELRIDGE NEIGHBORHOODS,1,98126,2005.0,1.0,1.0,55037.0,55037.0,0.0,32427.0,13606.0,11324.0,47.52254,-122.36627
24643,46.20000076,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Office,Other,DELRIDGE NEIGHBORHOODS,1,98126,1978.0,7.0,1.0,100536.0,100536.0,0.0,77577.0,14189.0,8770.0,47.51795,-122.36801
24645,32.90000153,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,DELRIDGE NEIGHBORHOODS,1,98126,2000.0,2.0,1.0,49501.0,49501.0,0.0,49501.0,,,47.51907,-122.36822
24646,198.3000031,2015,NonResidential,Other - Recreation,Other - Recreation,Fitness Center/Health Club/Gym,Pre-school/Daycare,DELRIDGE NEIGHBORHOODS,1,98126,1975.0,2.0,1.0,27227.0,27227.0,0.0,29064.0,8508.0,715.0,47.52801,-122.36918
24649,84.69999695,2015,NonResidential,Mixed Use Property,Other - Education,Other - Entertainment/Public Assembly,Social/Meeting Hall,BALLARD,5,98117,1926.0,1.0,1.0,42172.0,42172.0,0.0,12000.0,11400.0,9100.0,47.69766,-122.37346
24650,79.0,2015,Multifamily LR (1-4),Mixed Use Property,Multifamily Housing,Self-Storage Facility,Restaurant,NORTHWEST,6,98103,1929.0,2.0,1.0,38050.0,38050.0,0.0,11196.0,8846.0,7553.0,47.69072,-122.35552
24653,26.39999962,2015,NonResidential,Retail Store,Retail Store,,,NORTHWEST,6,98103,1953.0,1.0,1.0,51000.0,51000.0,0.0,51000.0,,,47.69112,-122.35733
24657,48.90000153,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1928.0,4.0,1.0,38041.0,28235.0,9806.0,28235.0,9806.0,,47.62185,-122.32768
24659,28.89999962,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1908.0,4.0,2.0,74516.0,51294.0,23222.0,51294.0,23222.0,,47.621,-122.32702
24660,37.5,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1923.0,3.0,1.0,32292.0,27291.0,5001.0,27291.0,5001.0,,47.62183,-122.32715
24663,27.70000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1924.0,3.0,1.0,45552.0,45552.0,0.0,45552.0,,,47.62478,-122.32684
24664,31.0,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,1961.0,9.0,1.0,144995.0,115511.0,29484.0,144995.0,,,47.62332,-122.32755
24667,24.29999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1964.0,4.0,1.0,22326.0,22326.0,0.0,22326.0,,,47.62392,-122.32706
24668,25.10000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1927.0,3.0,1.0,25800.0,25800.0,0.0,25800.0,,,47.62414,-122.32717
24673,43.70000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1948.0,3.0,1.0,29528.0,29528.0,0.0,29528.0,,,47.62179,-122.3264
24688,33.09999847,2015,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,EAST,3,98102,1959.0,5.0,1.0,27910.0,25459.0,2451.0,25459.0,2451.0,,47.62409,-122.32643
24689,24.60000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1961.0,4.0,1.0,23100.0,23100.0,0.0,23100.0,,,47.62386,-122.32644
24693,65.90000153,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1966.0,4.0,1.0,37509.0,32880.0,4629.0,32880.0,4629.0,,47.62329,-122.3258
24701,51.5,2015,NonResidential,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Restaurant,Office,GREATER DUWAMISH,1,98134,1935.0,2.0,1.0,20747.0,20747.0,0.0,11815.0,5120.0,3812.0,47.58787,-122.33365
24705,18.29999924,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98134,1928.0,2.0,1.0,40800.0,40800.0,0.0,36000.0,4800.0,,47.58903,-122.33361
24708,28.39999962,2015,NonResidential,Office,Office,,,GREATER DUWAMISH,1,98134,1920.0,2.0,1.0,20150.0,20150.0,0.0,20150.0,,,47.59508,-122.33378
24710,20.20000076,2015,NonResidential,Other,Other,,,GREATER DUWAMISH,1,98134,1909.0,4.0,1.0,44775.0,44775.0,0.0,44775.0,,,47.59347,-122.33369
24711,24.39999962,2015,NonResidential,Office,Office,,,DOWNTOWN,1,98134,1910.0,5.0,1.0,32250.0,32250.0,0.0,32250.0,,,47.59657,-122.33394
24712,48.40000153,2015,NonResidential,Office,Office,,,DOWNTOWN,1,98134,1909.0,7.0,1.0,36000.0,36000.0,0.0,31500.0,,,47.59639,-122.33368
24714,50.0,2015,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Retail Store,Office,GREATER DUWAMISH,1,98134,1938.0,2.0,1.0,40967.0,40967.0,0.0,24300.0,13284.0,3692.0,47.59081,-122.33487
24716,53.29999924,2015,NonResidential,Refrigerated Warehouse,Refrigerated Warehouse,Other,Manufacturing/Industrial Plant,GREATER DUWAMISH,1,98134,1937.0,2.0,1.0,24430.0,24430.0,0.0,15667.0,8690.0,4040.0,47.58999,-122.33539
24717,0.699999988,2015,NonResidential,Other,Other,Parking,,GREATER DUWAMISH,1,98134,1910.0,3.0,1.0,27690.0,27690.0,0.0,24717.0,,,47.58788,-122.33458
24720,42.0,2015,NonResidential,Office,Office,,,GREATER DUWAMISH,1,98134,1927.0,1.0,1.0,22580.0,22580.0,0.0,22580.0,,,47.58686,-122.33469
24722,29.20000076,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,SOUTHWEST,1,98136,1987.0,4.0,1.0,54871.0,54871.0,0.0,46560.0,,,47.54635,-122.38691
24741,30.60000038,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98122,1928.0,4.0,1.0,22553.0,22553.0,0.0,22553.0,,,47.61833,-122.31111
24743,41.79999924,2015,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98122,1909.0,3.0,1.0,27504.0,27504.0,0.0,27504.0,,,47.61782,-122.31052
24746,64.19999695,2015,Multifamily LR (1-4),Senior Living Community,Senior Living Community,Parking,,CENTRAL,3,98122,1988.0,4.0,1.0,63998.0,63998.0,0.0,63998.0,,,47.61806,-122.30984
