OSEBuildingID,SiteEUI,DataYear,BuildingType,EPAPropertyType,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,Neighborhood,CouncilDistrictCode,ZipCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,BuildingAge,GFA_per_Floor,ParkingRatio,LargestUseRatio,SecondUseRatio,ThirdUseRatio,LogPropertyGFATotal
21729,56.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,LAKE UNION,7,98109,2000.0,5.0,1.0,36413.0,36413.0,0.0,36413.0,,,47.62222,-122.33337,23.0,7282.6,0.0,1.0,,,10.50270859506391
21730,35.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Office,LAKE UNION,7,98109,1997.0,6.0,1.0,88004.0,60012.0,27992.0,42680.0,27992.0,9282.0,47.62289,-122.33335,26.0,14667.333333333334,0.3180764510704059,0.48497795554747514,0.3180764510704059,0.10547247852370346,11.38514891002807
21731,32.29999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,LAKE UNION,7,98109,2001.0,6.0,1.0,79402.0,59589.0,19813.0,59589.0,19813.0,,47.62444,-122.33261,22.0,13233.666666666666,0.24952771970479334,0.7504722802952066,0.24952771970479334,,11.282291429896768
21732,33.40000153,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,LAKE UNION,7,98109,1926.0,3.0,1.0,23837.0,23837.0,0.0,23837.0,,,47.62442,-122.33209,97.0,7945.666666666667,0.0,1.0,,,10.079036225042653
21733,86.69999695,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,LAKE UNION,7,98109,1997.0,4.0,1.0,24880.0,24880.0,0.0,30274.0,,,47.62353,-122.33264,26.0,6220.0,0.0,1.2168006430868168,,,10.121859738971446
21735,30.10000038,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Strip Mall,LAKE UNION,7,98109,2006.0,7.0,1.0,261980.0,195800.0,66180.0,188900.0,63900.0,5044.0,47.62381,-122.33208,17.0,37425.71428571428,0.2526147034124742,0.7210474081990992,0.2439117489884724,0.01925337812046721,12.476027261029628
21736,40.90000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,LAKE UNION,7,98109,2009.0,6.0,1.0,36389.0,36389.0,0.0,36389.0,,,47.62293,-122.33263,14.0,6064.833333333333,0.0,1.0,,,10.502049290606205
21737,77.90000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,LAKE UNION,7,98109,2010.0,6.0,1.0,49559.0,48074.0,1485.0,49559.0,,,47.62271,-122.33258,13.0,8259.833333333334,0.02996428499364394,1.0,,,10.810939335743079
21742,32.09999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,LAKE UNION,7,98109,1916.0,3.0,1.0,24000.0,24000.0,0.0,24000.0,,,47.61957,-122.33261,107.0,8000.0,0.0,1.0,,,10.085850775128717
21745,59.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,NORTHEAST,4,98115,1974.0,7.0,1.0,143539.0,121441.0,22098.0,112731.0,,,47.68764,-122.26789,49.0,20505.571428571428,0.15395119096552157,0.7853684364528107,,,11.874369020984062
21762,3.099999905,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,SOUTHWEST,1,98126,1988.0,3.0,1.0,31499.0,25301.0,6198.0,25301.0,6198.0,,47.52225,-122.37718,35.0,10499.666666666666,0.19676815136988476,0.8032318486301152,0.19676815136988476,,10.357742824813725
21768,36.09999847,2023,NonResidential,Worship Facility,Worship Facility,,,SOUTHWEST,1,98126,1957.0,1.0,1.0,23562.0,23562.0,0.0,42175.0,,,47.53439,-122.37699,66.0,23562.0,0.0,1.7899584076054664,,,10.067432964124373
21770,22.20000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHWEST,1,98116,1980.0,3.0,1.0,27922.0,27922.0,0.0,29971.0,,,47.55901,-122.38114,43.0,9307.333333333334,0.0,1.0733829954874292,,,10.23720600096072
21771,21.39999962,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Food Service,LAKE UNION,4,98103,2001.0,5.0,1.0,53281.0,36709.0,16572.0,36700.0,16572.0,1000.0,47.65904,-122.3418,22.0,10656.2,0.3110301983821625,0.6888008858692592,0.3110301983821625,0.018768416508699162,10.883353842047292
21772,43.5,2023,NonResidential,Office,Office,Other,,BALLARD,6,98107,1999.0,4.0,1.0,28844.0,28844.0,0.0,10292.0,10200.0,,47.65804,-122.36537,24.0,7211.0,0.0,0.3568159755928443,0.3536264041048398,,10.26969194669099
21774,39.20000076,2023,School,K-12 School,K-12 School,,,DELRIDGE NEIGHBORHOODS,1,98126,1988.0,2.0,1.0,54528.0,54528.0,0.0,55181.0,,,47.54176,-122.37349,35.0,27264.0,0.0,1.011975498826291,,,10.906487949222704
21776,63.29999924,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,,DOWNTOWN,7,98101,2008.0,38.0,1.0,330693.0,330433.0,260.0,330433.0,6000.0,,47.60976,-122.33962,15.0,8702.447368421053,0.0007862277096884421,0.9992137722903116,0.018143716377425588,,12.708948755472967
21777,55.40000153,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,DOWNTOWN,7,98104,2007.0,42.0,1.0,170000.0,170000.0,0.0,170000.0,,,47.60634,-122.33184,16.0,4047.6190476190477,0.0,1.0,,,12.04355959836804
21783,53.59999847,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,,GREATER DUWAMISH,1,98108,1989.0,1.0,1.0,21101.0,21101.0,0.0,18373.0,2728.0,,47.56067,-122.32646,34.0,21101.0,0.0,0.8707170276290224,0.1292829723709777,,9.957123101702038
21784,28.39999962,2023,NonResidential,Refrigerated Warehouse,Refrigerated Warehouse,Parking,,GREATER DUWAMISH,1,98108,1914.0,2.0,1.0,45594.0,45594.0,0.0,45594.0,,,47.56067,-122.32705,109.0,22797.0,0.0,1.0,,,10.727553340367766
21785,58.40000153,2023,NonResidential,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,,GREATER DUWAMISH,1,98108,1950.0,1.0,1.0,26660.0,26660.0,0.0,26660.0,,,47.55013,-122.33044,73.0,26660.0,0.0,1.0,,,10.190957102406585
21786,25.0,2023,NonResidential,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Office,,GREATER DUWAMISH,1,98108,1975.0,1.0,1.0,28126.0,28126.0,0.0,21780.0,6346.0,,47.56056,-122.32593,48.0,28126.0,0.0,0.7743724667567375,0.22562753324326246,,10.244485248089557
21787,16.29999924,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Parking,,GREATER DUWAMISH,1,98108,1964.0,1.0,1.0,35000.0,35000.0,0.0,35000.0,,,47.54813,-122.32553,59.0,35000.0,0.0,1.0,,,10.463131911491967
21792,29.60000038,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Office,Parking,GREATER DUWAMISH,1,98108,1962.0,1.0,1.0,26150.0,26150.0,0.0,20920.0,5230.0,,47.54948,-122.32536,61.0,26150.0,0.0,0.8,0.2,,10.171642709679686
21793,44.0,2023,NonResidential,Office,Office,,,GREATER DUWAMISH,1,98108,1967.0,2.0,1.0,24000.0,24000.0,0.0,24000.0,,,47.54974,-122.3261,56.0,12000.0,0.0,1.0,,,10.085850775128717
21794,52.90000153,2023,School,K-12 School,K-12 School,,,EAST,3,98102,1968.0,5.0,1.0,63600.0,63600.0,0.0,61600.0,,,47.64132,-122.31644,55.0,12720.0,0.0,0.9685534591194969,,,11.060384472475045
21795,67.80000305,2023,School,Parking,Parking,K-12 School,,EAST,3,98102,1999.0,2.0,1.0,85750.0,20110.0,65640.0,65640.0,27000.0,,47.64132,-122.31644,24.0,42875.0,0.7654810495626823,0.7654810495626823,0.31486880466472306,,11.359203026767767
21796,52.40000153,2023,School,K-12 School,K-12 School,,,EAST,3,98102,1905.0,1.0,1.0,83882.0,83882.0,0.0,64118.0,,,47.64132,-122.31644,118.0,83882.0,0.0,0.7643833003504924,,,11.337178249755404
21807,72.09999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,1948.0,4.0,1.0,40326.0,40326.0,0.0,40388.0,2000.0,,47.63547,-122.3456,75.0,10081.5,0.0,1.001537469622576,0.04959579427664534,,10.604776498787697
21808,29.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98122,1995.0,5.0,1.0,26088.0,26088.0,0.0,26088.0,,,47.618,-122.32711,28.0,5217.6,0.0,1.0,,,10.169269048534572
21811,26.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Retail Store,DOWNTOWN,1,98104,1900.0,5.0,1.0,48092.0,48092.0,0.0,28366.0,8082.0,8082.0,47.59942,-122.33459,123.0,9618.4,0.0,0.5898278299925144,0.1680528986109956,0.1680528986109956,10.780891915357783
21812,25.89999962,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,DOWNTOWN,7,98121,1914.0,6.0,1.0,34023.0,34023.0,0.0,34023.0,,,47.61455,-122.35024,109.0,5670.5,0.0,1.0,,,10.43482143693347
21822,17.89999962,2023,NonResidential,Distribution Center,Distribution Center,,,LAKE UNION,4,98103,1912.0,1.0,1.0,28080.0,28080.0,0.0,28080.0,,,47.65791,-122.34274,111.0,28080.0,0.0,1.0,,,10.242848470041249
21824,19.70000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98199,1973.0,4.0,1.0,60601.0,48306.0,12295.0,48306.0,12295.0,,47.65314,-122.38918,50.0,15150.25,0.20288444085081103,0.797115559149189,0.20288444085081103,,11.012083174813139
21825,29.60000038,2023,Multifamily LR (1-4),Other,Other,Parking,,MAGNOLIA / QUEEN ANNE,7,98199,1969.0,4.0,1.0,32054.0,32054.0,0.0,27000.0,5000.0,,47.65257,-122.38779,54.0,8013.5,0.0,0.8423285705372184,0.15598677232170713,,10.375208456421358
21826,25.10000038,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98199,1970.0,4.0,1.0,29222.0,29222.0,0.0,28000.0,,,47.65324,-122.38855,53.0,7305.5,0.0,0.9581821914995551,,,10.282711349439065
21830,37.90000153,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Other - Restaurant/Bar,Parking,EAST,3,98122,2008.0,6.0,1.0,27468.0,27468.0,0.0,22267.0,3006.0,300.0,47.61388,-122.31755,15.0,4578.0,0.0,0.8106523955147809,0.10943643512450851,0.010921799912625601,10.220813375077594
21836,24.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,LAKE UNION,4,98103,1989.0,4.0,1.0,61227.0,44674.0,16553.0,44674.0,16553.0,,47.65875,-122.34274,34.0,15306.75,0.27035458212879937,0.7296454178712006,0.27035458212879937,,11.022359880211598
21838,29.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98119,1997.0,5.0,1.0,30236.0,30236.0,0.0,30236.0,4900.0,,47.62418,-122.3642,26.0,6047.2,0.0,1.0,0.1620584733430348,,10.316821619022988
21852,23.39999962,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,EAST,3,98102,1985.0,3.0,1.0,45235.0,45197.0,38.0,45235.0,,,47.64079,-122.31972,38.0,15078.333333333334,0.0008400574776168896,1.0,,,10.719648508991218
21859,29.0,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,2,98122,2002.0,6.0,1.0,65604.0,65604.0,0.0,65604.0,,,47.60573,-122.31782,21.0,10934.0,0.0,1.0,,,11.091407191539815
21860,35.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,LAKE UNION,3,98102,2009.0,8.0,1.0,322771.0,213276.0,109495.0,213276.0,109495.0,,47.633,-122.32507,14.0,40346.375,0.33923431782904906,0.6607656821709509,0.33923431782904906,,12.684701470599602
21862,34.70000076,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,Retail Store,DOWNTOWN,7,98101,2010.0,31.0,1.0,480789.0,480789.0,0.0,581843.0,205632.0,11682.0,47.61296,-122.33926,13.0,15509.322580645161,0.0,1.2101836772471917,0.4276969731004661,0.024297560884296437,13.083185863317954
21871,32.90000153,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Office,,NORTHWEST,5,98103,2000.0,4.0,1.0,35837.0,35837.0,0.0,28356.0,6022.0,,47.69086,-122.35094,23.0,8959.25,0.0,0.7912492675168122,0.1680386193040712,,10.486764061960361
21877,24.20000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1968.0,3.0,1.0,41567.0,41567.0,0.0,40924.0,,,47.72581,-122.35617,55.0,13855.666666666666,0.0,0.984530998147569,,,10.635085919470326
21880,40.0,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,NORTHWEST,5,98133,1990.0,10.0,1.0,284970.0,284970.0,0.0,256413.0,,,47.72101,-122.35725,33.0,28497.0,0.0,0.8997894515212128,,,12.560142699687495
21883,49.09999847,2023,NonResidential,Worship Facility,Worship Facility,,,NORTHWEST,5,98133,1962.0,1.0,1.0,22047.0,22047.0,0.0,22028.0,,,47.72558,-122.3578,61.0,22047.0,0.0,0.9991382047444096,,,10.000977173813386
21884,28.10000038,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1967.0,3.0,1.0,116143.0,116143.0,0.0,113346.0,,,47.72687,-122.35607,56.0,38714.333333333336,0.0,0.9759176187975168,,,11.662586079524623
21885,22.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1976.0,3.0,1.0,44656.0,37906.0,6750.0,44656.0,,,47.72762,-122.35611,47.0,14885.333333333334,0.15115549982085275,1.0,,,10.706766348932756
21886,34.09999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,5,98133,1968.0,3.0,1.0,26159.0,26159.0,0.0,25950.0,,,47.72526,-122.35608,55.0,8719.666666666666,0.0,0.992010397950992,,,10.171986805571136
21893,67.40000153,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,31600.0,31600.0,0.0,31600.0,,,47.5213,-122.32182,44.0,31600.0,0.0,1.0,,,10.360944044643913
21894,23.10000038,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,2007.0,1.0,1.0,35289.0,35289.0,0.0,35289.0,,,47.52024,-122.32137,16.0,35289.0,0.0,1.0,,,10.471354916669316
21896,16.10000038,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1981.0,1.0,1.0,28920.0,28920.0,0.0,32000.0,,,47.51899,-122.321,42.0,28920.0,0.0,1.1065006915629323,,,10.272323253821503
21897,84.40000153,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1978.0,1.0,1.0,22176.0,22176.0,0.0,22176.0,,,47.5193,-122.3213,45.0,22176.0,0.0,1.0,,,10.00681099476803
21898,26.5,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,,,GREATER DUWAMISH,1,98108,1978.0,1.0,1.0,31300.0,31300.0,0.0,31300.0,,,47.51968,-122.3212,45.0,31300.0,0.0,1.0,,,10.351405324899678
21902,27.60000038,2023,NonResidential,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Parking,,GREATER DUWAMISH,1,98108,1979.0,1.0,1.0,22000.0,22000.0,0.0,22000.0,,,47.51918,-122.31957,44.0,22000.0,0.0,1.0,,,9.99884318585288
21904,81.80000305,2023,NonResidential,Office,Office,Medical Office,Parking,NORTH,5,98125,1974.0,3.0,1.0,39927.0,39927.0,0.0,35330.0,5415.0,,47.70079,-122.32714,49.0,13309.0,0.0,0.8848648784030856,0.13562251108272597,,10.594833111149445
21905,124.5,2023,NonResidential,Other - Recreation,Other - Recreation,Office,,NORTH,5,98115,1979.0,1.0,1.0,30610.0,30610.0,0.0,23320.0,7290.0,,47.69883,-122.32479,44.0,30610.0,0.0,0.761842535119242,0.23815746488075792,,10.329114700468233
21907,30.39999962,2023,NonResidential,Medical Office,Medical Office,,,NORTH,5,98115,1980.0,2.0,1.0,26930.0,20580.0,6350.0,26930.0,,,47.70007,-122.32533,43.0,13465.0,0.2357965094689937,1.0,,,10.201033318424798
21909,62.59999847,2023,Hospital,Medical Office,Medical Office,Parking,,NORTH,5,98115,1968.0,2.0,1.0,38745.0,38745.0,0.0,40548.0,,,47.70087,-122.32379,55.0,19372.5,0.0,1.0465350367789392,,,10.56478280364689
21913,41.09999847,2023,NonResidential,Self-Storage Facility,Self-Storage Facility,,,NORTHEAST,4,98105,1959.0,2.0,1.0,20296.0,20296.0,0.0,20296.0,,,47.66353,-122.29505,64.0,10148.0,0.0,1.0,,,9.918228370857626
21920,149.1000061,2023,NonResidential,Laboratory,Laboratory,,,NORTHEAST,4,98105,1980.0,2.0,1.0,33576.0,33576.0,0.0,33718.0,,,47.66294,-122.29521,43.0,16788.0,0.0,1.0042292113414344,,,10.421596587748377
21921,155.3000031,2023,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,,,NORTHEAST,4,98105,1975.0,1.0,1.0,33005.0,33005.0,0.0,34982.0,,,47.66205,-122.29545,48.0,33005.0,0.0,1.0599000151492197,,,10.404444642103513
21937,29.70000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,NORTHWEST,6,98103,2007.0,4.0,1.0,67910.0,67910.0,0.0,67910.0,,,47.67888,-122.35563,16.0,16977.5,0.0,1.0,,,11.125953303371235
21940,27.60000038,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1965.0,3.0,1.0,22208.0,22208.0,0.0,22208.0,,,47.62753,-122.348,58.0,7402.666666666667,0.0,1.0,,,10.008252891111209
21941,57.09999847,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,Food Sales,DOWNTOWN,7,98121,2000.0,12.0,1.0,264239.0,235003.0,29236.0,200837.0,29236.0,3582.0,47.61631,-122.35209,23.0,22019.916666666668,0.1106422594696468,0.7600581291936467,0.1106422594696468,0.013555909612131442,12.484613060064671
21944,55.20000076,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,EAST,3,98104,1982.0,33.0,1.0,231352.0,231352.0,0.0,231352.0,,,47.61105,-122.32263,41.0,7010.666666666667,0.0,1.0,,,12.351699961616534
21945,48.40000153,2023,NonResidential,Other,Other,,,EAST,3,98104,1981.0,1.0,1.0,20971.0,20971.0,0.0,20971.0,,,47.61074,-122.32259,42.0,20971.0,0.0,1.0,,,9.950943493692423
21946,26.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Office,,DOWNTOWN,7,98101,1913.0,8.0,1.0,43884.0,43884.0,0.0,31320.0,17925.0,,47.61019,-122.33859,110.0,5485.5,0.0,0.7136997538966365,0.4084632212195789,,10.689327855026217
21950,26.5,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98119,2000.0,5.0,1.0,45715.0,45715.0,0.0,42554.0,,,47.6239,-122.36437,23.0,9143.0,0.0,0.9308542054030405,,,10.730203625017488
21951,53.90000153,2023,Multifamily MR (5-9),Mixed Use Property,Parking,Multifamily Housing,Retail Store,NORTH,5,98125,2008.0,5.0,1.0,295410.0,171349.0,124061.0,124061.0,116794.0,53849.0,47.70833,-122.32256,15.0,59082.0,0.41996208659151685,0.41996208659151685,0.395362377712332,0.18228563691141125,12.596122886029985
21954,82.59999847,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,GREATER DUWAMISH,2,98118,2005.0,4.0,1.0,32038.0,28874.0,3164.0,17542.0,,,47.55044,-122.28815,18.0,8009.5,0.09875772520132343,0.5475372994568949,,,10.374709189708955
21958,63.0,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,EAST,3,98101,1957.0,16.0,1.0,151680.0,133150.0,18530.0,151680.0,,,47.6122,-122.32976,66.0,9480.0,0.12216508438818566,1.0,,,11.92953491029412
22025,23.10000038,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,BALLARD,6,98107,1977.0,3.0,1.0,24032.0,24032.0,0.0,24032.0,,,47.67144,-122.3868,46.0,8010.666666666667,0.0,1.0,,,10.087183164883227
22034,29.20000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,BALLARD,6,98107,1985.0,4.0,1.0,27553.0,27553.0,0.0,27553.0,,,47.67115,-122.38506,38.0,6888.25,0.0,1.0,,,10.223902994604545
22039,31.70000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,,MAGNOLIA / QUEEN ANNE,7,98109,2014.0,8.0,1.0,303912.0,224384.0,79528.0,303912.0,79528.0,,47.62666,-122.34265,9.0,37989.0,0.261681012924794,1.0,0.261681012924794,,12.624496755219317
22046,42.20000076,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,Parking,Fitness Center/Health Club/Gym,MAGNOLIA / QUEEN ANNE,7,98109,2005.0,6.0,1.0,373664.0,260572.0,113092.0,256073.0,118440.0,6288.0,47.6276,-122.3421,18.0,62277.333333333336,0.30265693243127517,0.6853028389141046,0.3169692558020039,0.0168279523850304,12.83111495307294
22052,59.59999847,2023,University,College/University,College/University,,,EAST,3,98122,2021.0,2.0,1.0,111559.0,111559.0,0.0,111559.0,,,47.61041,-122.31804,2.0,55779.5,0.0,1.0,,,11.622317841741426
22058,41.90000153,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Other,CENTRAL,3,98122,2000.0,4.0,1.0,209575.0,149771.0,59804.0,141603.0,59804.0,8168.0,47.60941,-122.31636,23.0,52393.75,0.28535846355719907,0.6756674221639032,0.28535846355719907,0.03897411427889777,12.252841721056168
22062,72.80000305,2023,University,College/University,College/University,Parking,,EAST,3,98122,1939.0,2.0,39.0,2099379.0,1620419.0,478960.0,1620419.0,318960.0,,47.61041,-122.31804,84.0,1049689.5,0.22814365581440987,0.7718563441855901,0.15193064234709408,,14.557152621007067
22066,59.20000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,CENTRAL,3,98122,1909.0,3.0,1.0,24316.0,24316.0,0.0,24316.0,,,47.61269,-122.31524,114.0,8105.333333333333,0.0,1.0,,,10.09893097320806
22095,27.29999924,2023,NonResidential,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,Fast Food Restaurant,,LAKE UNION,4,98103,1957.0,2.0,1.0,18481.0,18481.0,0.0,22913.0,215.0,,47.65022,-122.34174,66.0,9240.5,0.0,1.2398138628862074,0.01163356961203398,,9.824552564447986
22107,69.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98102,1930.0,3.0,1.0,38500.0,31659.0,6841.0,31659.0,6841.0,,47.62517,-122.31919,93.0,12833.333333333334,0.1776883116883117,0.8223116883116883,0.1776883116883117,,10.55843949396453
22110,55.20000076,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,,,EAST,3,98104,1930.0,14.0,1.0,90000.0,90000.0,0.0,68950.0,,,47.61023,-122.32484,93.0,6428.571428571428,0.0,0.7661111111111111,,,11.407576060361786
22113,44.70000076,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,Retail Store,MAGNOLIA / QUEEN ANNE,7,98109,1996.0,4.0,1.0,46184.0,35619.0,10565.0,30430.0,10565.0,5189.0,47.63203,-122.35702,27.0,11546.0,0.22875887753334487,0.6588861943530226,0.22875887753334487,0.11235492811363243,10.74041034902671
22115,20.79999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,MAGNOLIA / QUEEN ANNE,7,98109,1967.0,5.0,1.0,20598.0,20598.0,0.0,29875.0,,,47.63017,-122.34677,56.0,4119.6,0.0,1.4503835323817846,,,9.932997809910068
22116,37.79999924,2023,Multifamily HR (10+),Multifamily HR (10+),Multifamily Housing,Parking,Financial Office,DOWNTOWN,7,98121,2008.0,13.0,1.0,224105.0,201005.0,23100.0,196689.0,23100.0,2247.0,47.61754,-122.35225,15.0,17238.846153846152,0.10307668280493519,0.877664487628567,0.10307668280493519,0.010026550054661878,12.319874433192322
22118,27.60000038,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,GREATER DUWAMISH,2,98108,2004.0,4.0,1.0,80155.0,80155.0,0.0,77823.0,,,47.56234,-122.29469,19.0,20038.75,0.0,0.9709063689102364,,,11.291730014874034
22122,77.0,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,EAST,3,98122,1929.0,4.0,1.0,58608.0,52578.0,6030.0,58601.0,1000.0,,47.61631,-122.31165,94.0,14652.0,0.10288697788697788,0.9998805623805623,0.017062517062517064,,10.978643547390096
22123,38.29999924,2023,Multifamily MR (5-9),Multifamily MR (5-9),Multifamily Housing,,,EAST,3,98102,1994.0,6.0,1.0,32989.0,32989.0,0.0,32980.0,,,47.6206,-122.32368,29.0,5498.166666666667,0.0,0.9997271817878687,,,10.403959764222627
22135,36.29999924,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHEAST,2,98118,1967.0,3.0,1.0,25174.0,25174.0,0.0,25174.0,,,47.54262,-122.27324,56.0,8391.333333333334,0.0,1.0,,,10.133606717586764
22136,29.29999924,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,,,SOUTHEAST,2,98118,1983.0,4.0,1.0,52228.0,52228.0,0.0,52228.0,,,47.54303,-122.27418,40.0,13057.0,0.0,1.0,,,10.86339317516243
22138,35.90000153,2023,NonResidential,Worship Facility,Worship Facility,,,SOUTHEAST,2,98118,1927.0,2.0,1.0,22029.0,22029.0,0.0,22029.0,,,47.54174,-122.27025,96.0,11014.5,0.0,1.0,,,10.000160439796389
22142,269.7000122,2023,NonResidential,Supermarket/Grocery Store,Supermarket/Grocery Store,Parking,,GREATER DUWAMISH,2,98118,1953.0,1.0,1.0,26092.0,26092.0,0.0,25946.0,,,47.53747,-122.28308,70.0,26092.0,0.0,0.994404415146405,,,10.169422358105223
22150,34.5,2023,Multifamily LR (1-4),Multifamily LR (1-4),Multifamily Housing,Parking,,GREATER DUWAMISH,2,98108,2006.0,4.0,1.0,51405.0,50649.0,756.0,50649.0,756.0,,47.56294,-122.29524,17.0,12851.25,0.014706740589436825,0.9852932594105632,0.014706740589436825,,10.847510176148173
